	AllTransactions

	1/1/2023 through 3/9/2026 (in U.S. Dollars)


	Date	Account	Description	Memo	Category	Amount	
			
			
			
			
			
							
	BALANCE 12/31/2022	-0.0(	
	    7/28/2025	Checking	Venmo	O	Childcare	-80.00	
	    7/28/2025	Visa2	Fitchi House		Groceries	-71.38	
	    7/28/2025	Visa2	Ziply Fiber		Utilities:Internet	-90.00	
	    7/29/2025	Cash	ARCO		Auto:Fuel	-23.87	
	    7/29/2025	Investment1	9.000 ALPHABET INC      VOTING	ALPHABET INC      VOTING		0.00	
	    7/29/2025	Investment1	2.000 Facebook Inc	META PLATFORMS INC		0.00	
	    7/30/2025	Checking	Venmo	 	House Services	-140.00	
	    7/30/2025	Visa2	Trader Joe's		Groceries	-14.75	
	    7/30/2025	Investment1	3.000 GENL DYNAMICS CORP COM	GENL DYNAMICS CORP	_RlzdGain	678.85	
	    7/30/2025	Investment1	2.000 P P G INDUSTRIES INC	P P G INDUSTRIES INC	_RlzdGain	-86.97	
	    7/31/2025	Cash	Interest Earned	INTEREST EARNED	Interest Inc	23.94	
	    7/31/2025	Cash	ARCO		Auto:Fuel	-24.33	
	    7/31/2025	Investment2	4.607 FIDELITY MUNICIPAL INCOME		_DivInc	54.73	
	    7/31/2025	Investment2	9.769 FIDELITY CAPITAL & INCOME		_DivInc	103.65	
	    7/31/2025	Investment2	FIDELITY GOVERNMENT MONEY MARKET	DIVIDEND RECEIVED	_DivInc	6.90	
	    7/31/2025	Investment1	16.000 COLGATE-PALMOLIVE CO	COLGATE-PALMOLIVE CO	_RlzdGain	392.13	
	    7/31/2025	Investment1	JPMORGAN CHASE & CO	JPMORGAN CHASE & CO	_DivInc	36.40	
	    7/31/2025	Investment1	7.000 P P G INDUSTRIES INC	P P G INDUSTRIES INC	_RlzdGain	-312.52	
	    7/31/2025	Investment1	BANK DEPOSIT SWEEP	STANDARD BANK DEPOSIT	_IntInc	1.54	
	    8/1/2025	Visa2	Pcc		Groceries	-6.96	
	    8/1/2025	Visa2	Qfc		Groceries	-32.23	
	    8/1/2025	Visa2	Pcc		Groceries	-34.34	
	    8/1/2025	Visa2	Pomegranate Bistro		Dining	-80.74	
	    8/1/2025	Visa2	Whole Foods		Groceries	-89.14	
	    8/1/2025	Visa2	Annual Membership Fee		Bank Charge	-95.00	
	    8/1/2025	Investment1	211.280 FEDERATED HERMES PRIME CASH OBLIGATIONS CL WS		_DivInc	211.28	
	    8/1/2025	Investment2	2.716 FIDELITY FREEDOM INCOME		_DivInc	30.09	
	    8/1/2025	Investment1	5.000 SHERWIN WILLIAMS CO	SHERWIN WILLIAMS CO		0.00	
	    8/3/2025	Visa2	European Deli Produce		Groceries	-31.95	
	    8/3/2025	Visa2	Costco Gas		Auto:Fuel	-54.11	
	    8/3/2025	Visa2	Hulu		Streaming	-124.62	
	    8/4/2025	Checking	Venmo	O	Childcare	-160.00	
	    8/4/2025	Checking	Venmo	O	Childcare	-80.00	
	    8/4/2025	MasterCard			Computer	-47.75	
	    8/4/2025	Visa2	Cafe Belge		Dining	-3.31	
	    8/4/2025	Visa2	Qfc		Groceries	-8.16	
	    8/4/2025	Visa2	Prime Video		Streaming	-9.92	
	    8/4/2025	Investment1	11.000 PROLOGIS INC	PROLOGIS INC		0.00	
	    8/5/2025	Cash	ARCO		Auto:Fuel	-24.33	
	    8/5/2025	Visa2	Trader Joe's		Groceries	-25.40	
	    8/5/2025	Visa2	Nekter Juice Bar		Dining	-28.72	
	    8/5/2025	Investment1	1.000 LOWES COMPANIES INC	LOWES COMPANIES INC	_RlzdGain	191.27	
	    8/5/2025	Investment1	5.000 PROLOGIS INC	PROLOGIS INC		0.00	
	    8/6/2025	Checking	Citibank N A		Misc	-143.65	
	    8/6/2025	Visa2	Pcc		Groceries	-2.70	
	    8/6/2025	Visa2	Qfc		Groceries	-30.14	
	    8/6/2025	Visa2	Just Poke		Dining	-20.92	
	    8/6/2025	Investment1	1.000 CHEVRON CORPORATION	CHEVRON CORPORATION	_RlzdGain	26.27	
	    8/6/2025	Investment1	2.000 CISCO SYSTEMS INC	CISCO SYSTEMS INC	_RlzdGain	72.54	
	    8/6/2025	Investment1	1.000 EMERSON ELECTRIC CO	EMERSON ELECTRIC CO	_RlzdGain	66.16	
	    8/6/2025	Investment1	LOWES COMPANIES INC	LOWES COMPANIES INC	_DivInc	31.20	
	    8/8/2025	Checking	Employer	Salary	Salary Spouse	1,677.50	
				Dental Insurance	Employer Benefit Spouse:Dental	-21.90	
				Vision Insurance	Employer Benefit Spouse:Vision	-1.19	
				Medical Insurance	Employer Benefit Spouse:Medical	-240.05	
				Federal Tax	Tax Spouse:Fed	-75.59	
				Social Security (FICA)	Tax Spouse:Soc Sec	-111.69	
				Medicare Tax	Tax Spouse:Medicare	-25.51	
	    8/8/2025	Cash	ARCO		Auto:Fuel	-24.33	
	    8/8/2025	Visa2	Qfc		Groceries	-20.67	
	    8/8/2025	Investment1	AMERICAN EXPRESS COMPANY	AMERICAN EXPRESS COMPANY	_DivInc	8.20	
	    8/8/2025	Investment1	GENL DYNAMICS CORP COM	GENL DYNAMICS CORP	_DivInc	16.50	
	    8/10/2025	Visa2	Starbucks		Dining	-5.35	
	    8/10/2025	Visa2	Whole Foods		Groceries	-24.27	
	    8/10/2025	Visa2	Qfc		Groceries	-25.10	
	    8/10/2025	Visa2	Netflix		Streaming	-29.76	
	    8/10/2025	Visa2	Amazon		Medical:Medicine	-17.69	
	    8/10/2025	Visa2	Amazon		Medical:Medicine	-19.01	
	    8/11/2025	Checking	All Best Pet		Pet	-8.48	
	    8/11/2025	Checking	Venmo	O	Childcare	-120.00	
	    8/11/2025	Checking	Venmo	O	Childcare	-100.00	
	    8/11/2025	Checking	Electric Mirror Clover.Com		Household	-55.06	
	    8/11/2025	Visa2	Kamakura		Dining	-44.13	
	    8/11/2025	Investment2	AGNC Investment Corp.	DIVIDEND RECEIVED	_DivInc	36.00	
	    8/12/2025	Cash	ARCO		Auto:Fuel	-24.33	
	    8/12/2025	Visa2	Container Store		Household	-29.11	
	    8/12/2025	Visa2	Container Store		Household	-57.81	
	    8/12/2025	Visa2	Whole Foods		Groceries	-156.37	
	    8/13/2025	Cash	Ford Motor Credit		Auto:Loan	-1,340.74	
	    8/13/2025	MasterCard	Samsung		Utilities:Telephone	-8.33	
	    8/14/2025	Cash	7-Eleven		Groceries	-2.42	
	    8/14/2025	Visa2	Pcc		Groceries	-4.79	
	    8/14/2025	Investment1	APPLE INC	APPLE INC	_DivInc	14.04	
	    8/15/2025	Checking	Farmers Insurance		Insurance:Home Insurance	-557.00	
	    8/15/2025	Cash	Direct               Debit Prov	DIRECT               DEBIT PROV L&A DIS OINS.PREM	Insurance:Disability Insurance	-215.05	
	    8/15/2025	Cash	ARCO		Auto:Fuel	-28.31	
	    8/15/2025	Visa2	Starbucks		Dining	-5.35	
	    8/15/2025	Investment1	ABBOTT LABORATORIES	ABBOTT LABORATORIES	_DivInc	17.11	
	    8/15/2025	Investment1	ACCENTURE PLC IRELAND	ACCENTURE PLC IRELAND	_DivInc	22.20	
	    8/15/2025	Investment1	COLGATE-PALMOLIVE CO	COLGATE-PALMOLIVE CO	_DivInc	8.32	
	    8/15/2025	Investment1	COSTCO WHSL CORP NEW	COSTCO WHSL CORP NEW	_DivInc	5.20	
	    8/15/2025	Investment1	PROCTER & GAMBLE CO	PROCTER & GAMBLE CO	_DivInc	16.91	
	    8/17/2025	Visa2	Trader Joe's		Groceries	-54.75	
	    8/18/2025	Checking	Zelle Frank		House Services	-200.00	
	    8/18/2025	Checking	Venmo	O	Childcare	-140.00	
	    8/18/2025	Checking	Venmo	O	Childcare	-140.00	
	    8/18/2025	Checking	Venmo	O	Childcare	-80.00	
	    8/19/2025	Checking	Pc Pcb		Misc	-332.80	
	    8/19/2025	Cash	ARCO		Auto:Fuel	-24.33	
	    8/19/2025	MasterCard	Aptive Environmental		House Services	-135.67	
	    8/19/2025	Visa2	Hulu		Streaming	-6.46	
	    8/19/2025	Visa2	Qfc		Groceries	-58.93	
	    8/20/2025	Checking	T-mobile		Utilities:Telephone	-168.00	
	    8/20/2025	Visa2	European Deli Produce		Groceries	-40.23	
	    8/20/2025	Visa2	Usps		Mail&Ship	-11.00	
	    8/20/2025	Visa2	Trader Joe's		Groceries	-25.01	
	    8/20/2025	Investment2	PROSPECT CAP CORP	DIVIDEND RECEIVED	_DivInc	36.00	
	    8/21/2025	MasterCard	Audible.Com		Entertainment	-16.49	
	    8/21/2025	Visa2	Trader Joe's		Groceries	-8.77	
	    8/22/2025	Checking	ARCO	 	Auto:Fuel	-58.97	
	    8/22/2025	Visa2	Trader Joe's		Groceries	-6.48	
	    8/22/2025	Visa2	All Best Pet		Pet	-7.47	
	    8/22/2025	Visa2	Petsmart		Pet	-90.00	
	    8/24/2025	Visa2	Lee Johnson Auto		Auto:Service	-10.00	
	    8/24/2025	Visa2	Metropolitan Market		Groceries	-32.32	
	    8/24/2025	Visa2	Qfc		Groceries	-52.06	
	    8/24/2025	Visa2	Qfc		Groceries	-52.41	
	    8/24/2025	Visa2	Whole Foods		Groceries	-147.91	
	    8/24/2025	Visa2	Amazon		Clothing	-12.29	
	    8/25/2025	Checking	Employer	Salary	Salary Spouse	1,677.50	
				Dental Insurance	Employer Benefit Spouse:Dental	-21.90	
				Vision Insurance	Employer Benefit Spouse:Vision	-1.19	
				Medical Insurance	Employer Benefit Spouse:Medical	-240.05	
				Federal Tax	Tax Spouse:Fed	-75.59	
				Social Security (FICA)	Tax Spouse:Soc Sec	-111.69	
				Medicare Tax	Tax Spouse:Medicare	-25.50	
	    8/25/2025	Cash	ARCO		Auto:Fuel	-35.39	
	    8/25/2025	Cash	ARCO		Auto:Fuel	-24.33	
	    8/25/2025	Visa2	Metropolitan Market		Groceries	-16.80	
	    8/25/2025	Visa2	Pcc		Groceries	-91.72	
	    8/25/2025	Visa2	Amazon		Clothing	-22.02	
	    8/25/2025	Visa2	Koi		Dining	-166.45	
	    8/26/2025	Checking	Nordstrom 		Clothing	-742.04	
	    8/26/2025	MasterCard	Shopbop.Com		Clothing	-376.10	
	    8/26/2025	Visa2	Amazon		Streaming	-3.30	
	    8/26/2025	Visa2	Amazon		Household	-14.33	
	    8/26/2025	Visa2	Amazon	 	Household	-16.49	
	    8/26/2025	Visa2	Amazon		Personal Care	-20.95	
	    8/26/2025	Visa2	Amazon		Computer	-28.67	
	    8/26/2025	Visa2	Amazon		Personal Care	-33.07	
	    8/26/2025	Visa2	Amazon		Household	-52.87	
	    8/27/2025	Checking	Nordstrom 		Clothing	257.78	
	    8/27/2025	Cash	ARCO		Auto:Fuel	-24.33	
	    8/27/2025	Visa2	Amazon		Misc	-58.26	
	    8/28/2025	Visa2	Ziply Fiber		Utilities:Internet	-90.00	
	    8/28/2025	Visa2	Target		Household	-2.37	
	    8/28/2025	Visa2	Home Depot		Household	-77.23	
	    8/28/2025	Visa2	Uscustoms Trustedtraveler		Misc	-120.00	
	    8/28/2025	Visa2	Uscustoms Trustedtraveler		Misc	-120.00	
	    8/29/2025	Cash	Interest Earned	INTEREST EARNED	Interest Inc	14.10	
	    8/29/2025	Cash	WASTE MANAGEMENT		Utilities:Garbage & Recycling	-150.00	
	    8/29/2025	Visa2	Metropolitan Market		Groceries	-18.82	
	    8/29/2025	Investment2	11.097 FIDELITY CAPITAL & INCOME		_DivInc	118.52	
	    8/29/2025	Investment2	4.473 FIDELITY MUNICIPAL INCOME		_DivInc	53.45	
	    8/29/2025	Investment2	4.473 FIDELITY MUNICIPAL INCOME		_DivInc	53.45	
	    8/29/2025	Investment2	11.097 FIDELITY CAPITAL & INCOME		_DivInc	118.52	
	    8/29/2025	Investment2	FIDELITY GOVERNMENT MONEY MARKET	DIVIDEND RECEIVED	_DivInc	1.51	
	    8/29/2025	Investment1	BANK DEPOSIT SWEEP	BANK DEPOSIT SWEEP	_IntInc	1.39	
	    8/29/2025	Investment1	CMS ENERGY CORP	CMS ENERGY CORP	_DivInc	14.65	
	    8/29/2025	Investment1	PAYCHEX INC	PAYCHEX INC	_DivInc	25.92	
	    8/29/2025	Investment1	STARBUCKS CORP	STARBUCKS CORP	_DivInc	18.91	
	    8/31/2025	Visa2	Qfc		Groceries	-18.68	
	    8/31/2025	Visa2	Uwajimaya		Groceries	-26.99	
	    8/31/2025	Visa2	Trader Joe's		Groceries	-35.40	
	    8/31/2025	Visa2	Metropolitan Market		Groceries	-41.70	
	    8/31/2025	Visa2	Pcc		Groceries	-47.38	
	    8/31/2025	Visa2	Amazon		Household	-77.76	
	    9/1/2025	MasterCard	Shopbop.Com		Clothing	207.36	
	    9/1/2025	Visa2	Qfc		Groceries	-7.49	
	    9/1/2025	Visa2	Ls Snapdoodle Toys		Gifts Given	-69.44	
	    9/1/2025	Investment1	GRAINGER W W INC	GRAINGER W W INC	_DivInc	6.78	
	    9/1/2025	Investment1	WISCONSIN ENERGY CORP	WEC ENERGY GROUP INC	_DivInc	16.07	
	    9/2/2025	Cash	ARCO		Auto:Fuel	-24.33	
	    9/2/2025	Visa2	Trader Joe's		Groceries	-11.98	
	    9/2/2025	Visa2	Hulu		Streaming	-138.94	
	    9/2/2025	Investment1	212.030 FEDERATED HERMES PRIME CASH OBLIGATIONS CL WS		_DivInc	212.03	
	    9/2/2025	Investment1	AFLAC INC	AFLAC INC	_DivInc	15.08	
	    9/2/2025	Investment1	CARLISLE COMPANIES INC	CARLISLE COMPANIES INC	_DivInc	3.30	
	    9/2/2025	Investment1	PHILLIPS 66	PHILLIPS 66	_DivInc	33.60	
	    9/2/2025	Investment1	WAL-MART STORES INC	WALMART INC	_DivInc	6.11	
	    9/3/2025	Checking	ARCO	 	Auto:Fuel	-24.33	
	    9/3/2025	Visa2	Starbucks		Dining	-9.82	
	    9/3/2025	Investment1	ZOETIS INC	ZOETIS INC	_DivInc	7.50	
	    9/4/2025	Visa2	Prime Video		Streaming	-9.92	
	    9/4/2025	Visa2	Laboratoryc		Medical:Doctor	-12.56	
	    9/4/2025	Visa2	Annual Hotel	Annual hotel credit	Bank Charge	50.00	
	    9/5/2025	Checking	Nordstrom 		Clothing	235.28	
	    9/5/2025	Visa2	Whole Foods		Groceries	-110.85	
	    9/5/2025	Investment2	1.565 FIDELITY FREEDOM INCOME		_DivInc	17.61	
	    9/5/2025	Investment2	1.024 FIDELITY MUNICIPAL INCOME		_DivInc	12.35	
	    9/5/2025	Investment2	1,712.969 FIDELITY MUNICIPAL INCOME	YOU SOLD	_RlzdGain	-2,167.84	
	    9/5/2025	Investment1	CONSTELLATION ENERGY	CONSTELLATION ENERGY	_DivInc	3.10	
	    9/5/2025	Investment1	SHERWIN WILLIAMS CO	SHERWIN WILLIAMS CO	_DivInc	3.95	
	    9/7/2025	Visa2	Pcc		Groceries	-26.13	
	    9/7/2025	Visa2	Ups		Mail&Ship	-30.00	
	    9/7/2025	Visa2	Costco		Groceries	-285.70	
	    9/7/2025	Visa2	Amazon		Household	-4.58	
	    9/8/2025	Checking	Costco Whse		Groceries	55.90	
	    9/8/2025	Visa2	All Best Pet		Pet	-7.03	
	    9/8/2025	Visa2	Qfc		Groceries	-34.89	
	    9/8/2025	Visa2	Trader Joe's		Groceries	-72.06	
	    9/9/2025	Checking	Nordstrom 		Clothing	-209.54	
	    9/9/2025	Cash	7-Eleven		Groceries	-4.99	
	    9/9/2025	Visa2	Netflix		Streaming	-29.76	
	    9/9/2025	Investment1	JOHNSON & JOHNSON	JOHNSON & JOHNSON	_DivInc	27.30	
	    9/10/2025	Checking	Employer	Salary	Salary Spouse	1,677.50	
				Dental Insurance	Employer Benefit Spouse:Dental	-21.90	
				Vision Insurance	Employer Benefit Spouse:Vision	-1.19	
				Medical Insurance	Employer Benefit Spouse:Medical	-240.05	
				Federal Tax	Tax Spouse:Fed	-75.59	
				Social Security (FICA)	Tax Spouse:Soc Sec	-111.69	
				Medicare Tax	Tax Spouse:Medicare	-25.51	
	    9/10/2025	Investment2	AGNC Investment Corp.	DIVIDEND RECEIVED	_DivInc	36.00	
	    9/10/2025	Investment1	CHEVRON CORPORATION	CHEVRON CORPORATION	_DivInc	39.33	
	    9/10/2025	Investment1	EMERSON ELECTRIC CO	EMERSON ELECTRIC CO	_DivInc	10.55	
	    9/10/2025	Investment1	S&P GLOBAL INC	S&P GLOBAL INC	_DivInc	5.76	
	    9/11/2025	Visa2	Family Pancake House		Dining	-32.64	
	    9/11/2025	Visa2	Rep		Entertainment	-143.20	
	    9/11/2025	Investment1	MICROSOFT CORP	MICROSOFT CORP	_DivInc	23.24	
	    9/12/2025	Cash	Ford Motor Credit		Auto:Loan	-1,340.74	
	    9/13/2025	MasterCard	Samsung		Computer Equipment	-8.33	
	    9/14/2025	Visa2	Metropolitan Market		Groceries	-6.70	
	    9/14/2025	Visa2	Sugar Bakery Qa		Dining	-19.89	
	    9/14/2025	Visa2	S Center		Auto:Parking	-25.00	
	    9/14/2025	Visa2	Hmart		Groceries	-34.09	
	    9/14/2025	Visa2	Ste Michelle Winery		Auto:Parking	-50.00	
	    9/15/2025	Checking	Farmers Insurance		Insurance:Home Insurance	-557.00	
	    9/15/2025	Cash	Direct               Debit Prov	DIRECT               DEBIT PROV L&A DIS OINS.PREM	Insurance:Disability Insurance	-215.05	
	    9/15/2025	Cash	ARCO		Auto:Fuel	-28.31	
	    9/15/2025	Investment1	ALPHABET INC      VOTING	ALPHABET INC      VOTING	_DivInc	5.46	
	    9/15/2025	Investment1	NEXTERA ENERGY INC	NEXTERA ENERGY INC	_DivInc	17.00	
	    9/16/2025	Visa2	Willows Barking Frog		Dining	-29.75	
	    9/16/2025	Visa2	Pablo y Pablo		Dining	-36.77	
	    9/16/2025	Visa2	Amazon		Medical:Medicine	-20.37	
	    9/16/2025	Investment1	28.440 AMERICAN BALANCED FUND CL A		_DivInc	1,099.20	
	    9/16/2025	Investment1	2.631 AMERICAN INC FD OF AMER 98154		_DivInc	72.23	
	    9/16/2025	Investment2	2.076 FIDELITY CAPITAL & INCOME		_DivInc	-17.92	
	    9/16/2025	Investment1	ANALOG DEVICES INC	ANALOG DEVICES INC	_DivInc	19.80	
	    9/16/2025	Investment1	MCDONALDS CORP	MCDONALDS CORP	_DivInc	14.16	
	    9/17/2025	Visa2	Costco Gas		Auto:Fuel	-53.84	
	    9/18/2025	Checking	Nordstrom 		Clothing	424.66	
	    9/18/2025	Cash	ARCO		Auto:Fuel	-24.33	
	    9/18/2025	Investment1	5.413 FUNDAMENTAL INVESTORS FUND CL A		_DivInc	504.14	
	    9/18/2025	Investment2	PROSPECT CAP CORP	DIVIDEND RECEIVED	_DivInc	36.00	
	    9/18/2025	Investment2	PROSPECT CAP CORP		_DivInc	36.00	
	    9/18/2025	Investment1	FACTSET RESEARCH SYSTEMS	FACTSET RESEARCH SYSTEMS	_DivInc	6.60	
	    9/18/2025	Investment1	LINDE PLC	LINDE PLC NEW	_DivInc	13.50	
	    9/21/2025	Visa2	Metropolitan Market		Groceries	-5.52	
	    9/21/2025	Visa2	Trader Joe's		Groceries	-5.98	
	    9/21/2025	Visa2	Audible.Com		Entertainment	-16.49	
	    9/21/2025	Visa2	Whole Foods		Groceries	-71.55	
	    9/21/2025	Visa2	Metropolitan Market		Groceries	-9.92	
	    9/21/2025	Visa2	Metropolitan Market		Groceries	-14.55	
	    9/21/2025	Visa2	Kamakura		Dining	-62.54	
	    9/22/2025	Checking	T-mobile		Utilities:Telephone	-168.80	
	    9/22/2025	Visa2	Whole Foods		Groceries	-124.93	
	    9/22/2025	Visa2	Qfc		Groceries	-10.73	
	    9/22/2025	Visa2	Metropolitan Market		Groceries	-21.16	
	    9/22/2025	Visa2	Nekter Juice Bar		Dining	-28.72	
	    9/22/2025	Visa2	Trader Joe's		Groceries	-40.83	
	    9/22/2025	Visa2	Costco		Groceries	-73.74	
	    9/22/2025	Investment1	L3HARRIS TECHNOLOGIES	L3HARRIS TECHNOLOGIES	_DivInc	14.40	
	    9/23/2025	Cash	ARCO		Auto:Fuel	-24.33	
	    9/23/2025	Investment1	BLACKROCK INC	BLACKROCK INC COM    NEW	_DivInc	20.84	
	    9/25/2025	Checking	Employer	Salary	Salary Spouse	1,638.04	
				Dental Insurance	Employer Benefit Spouse:Dental	-21.90	
				Vision Insurance	Employer Benefit Spouse:Vision	-1.19	
				Medical Insurance	Employer Benefit Spouse:Medical	-240.05	
				Federal Tax	Tax Spouse:Fed	-75.59	
				Social Security (FICA)	Tax Spouse:Soc Sec	-111.69	
				Medicare Tax	Tax Spouse:Medicare	-25.51	
	    9/26/2025	Cash	ARCO		Auto:Fuel	-24.33	
	    9/26/2025	Visa2	Pcc		Groceries	-13.11	
	    9/26/2025	Visa2	Amazon		Streaming	-3.30	
	    9/26/2025	Investment2	3.363 INVESCO DIVERSIFIED DIVIDEND INVESTOR CL		_DivInc	65.64	
	    9/28/2025	Visa2	Metropolitan Market		Groceries	-14.20	
	    9/28/2025	Visa2	Amazon		Home Repair	-43.45	
	    9/28/2025	Visa2	Amazon		Household	-47.46	
	    9/29/2025	Checking	Zelle Frank		House Services	-150.00	
	    9/29/2025	Visa2	European Deli Produce		Groceries	-20.84	
	    9/29/2025	Visa2	Trader Joe's		Groceries	-23.46	
	    9/29/2025	Visa2	Ziply Fiber		Utilities:Internet	-90.00	
	    9/29/2025	Visa2	Lsu Minamoto Japanese		Dining	-43.53	
	    9/29/2025	Investment1	Facebook Inc	META PLATFORMS INC	_DivInc	3.15	
	    9/30/2025	Cash	ARCO		Auto:Fuel	-24.33	
	    9/30/2025	Visa2	Trader Joe's		Groceries	-17.23	
	    9/30/2025	Visa2	Nekter Juice Bar		Dining	-30.47	
	    9/30/2025	Investment2	10.780 FIDELITY CAPITAL & INCOME		_DivInc	116.86	
	    9/30/2025	Investment2	FIDELITY GOVERNMENT MONEY MARKET		_DivInc	39.16	
	    9/30/2025	Investment1	BANK DEPOSIT SWEEP	BANK DEPOSIT SWEEP	_IntInc	1.25	
	    9/30/2025	Investment1	BROADCOM INC	BROADCOM INC	_DivInc	16.52	
	    9/30/2025	Investment1	PEPSICO INCORPORATED	PEPSICO INCORPORATED	_DivInc	21.34	
	    9/30/2025	Investment1	PROLOGIS INC	PROLOGIS INC	_DivInc	16.16	
	    10/1/2025	Visa2	Diamond Parking		Auto:Parking	-12.03	
	    10/1/2025	Visa2	Qfc		Groceries	-32.38	
	    10/1/2025	Visa2	Amazon		Personal Care	-39.70	
	    10/1/2025	Investment1	202.850 FEDERATED HERMES PRIME CASH OBLIGATIONS CL WS		_DivInc	202.85	
	    10/1/2025	Investment1	AUTOMATIC DATA	AUTOMATIC DATA	_DivInc	21.56	
	    10/2/2025	Visa2	Hulu		Streaming	-138.94	
	    10/2/2025	Visa2	Amazon		Medical:Medicine	-21.47	
	    10/2/2025	Visa2	Amazon		Personal Care	-35.09	
	    10/3/2025	Checking	Nordstrom 		Clothing	-143.20	
	    10/3/2025	Investment2	1.258 FIDELITY FREEDOM INCOME		_DivInc	14.28	
	    10/3/2025	Investment1	CHUBB CORP	CHUBB LTD	_DivInc	8.73	
	    10/5/2025	Visa2	Grocery Outlet		Groceries	-1.98	
	    10/5/2025	Visa2	Gap		Clothing	5.30	
	    10/5/2025	Visa2	Prime Video		Streaming	-12.12	
	    10/5/2025	Visa2	Qfc		Groceries	-16.96	
	    10/5/2025	Visa2	Pcc		Groceries	-32.87	
	    10/5/2025	Visa2	Trader Joe's		Groceries	-39.73	
	    10/5/2025	Visa2	Gap		Clothing	-40.63	
	    10/5/2025	Visa2	Hmart		Groceries	-103.85	
	    10/5/2025	Visa2	Amazon		Household	-153.32	
	    10/6/2025	Checking	ARCO	 	Auto:Fuel	-59.94	
	    10/6/2025	Cash	ARCO		Auto:Fuel	-24.33	
	    10/6/2025	Visa2	Whole Foods		Groceries	-3.99	
	    10/6/2025	Visa2	Petsmart		Pet	-86.00	
	    10/7/2025	Visa2	Cvs		Medical:Medicine	-3.87	
	    10/7/2025	Visa2	Trader Joe's		Groceries	-4.85	
	    10/8/2025	MasterCard	Linkedin		Dues	105.10	
	    10/8/2025	Visa2	Metropolitan Market		Groceries	-41.41	
	    10/8/2025	Visa2	Whole Foods		Groceries	-58.12	
	    10/8/2025	Visa2	Amazon		Household	-27.56	
	    10/8/2025	Visa2	Amazon		Household	-28.50	
	    10/9/2025	MasterCard	Linkedin		Dues	-19.30	
	    10/9/2025	Visa2	Trader Joe's		Groceries	-16.44	
	    10/9/2025	Visa2	Netflix		Streaming	-29.76	
	    10/9/2025	Visa2	On Sportswear		Clothing	-115.82	
	    10/9/2025	Investment2	AGNC Investment Corp.		_DivInc	36.00	
	    10/9/2025	Investment1	Unidentified Security	INTEREST RATE CREDIT	_IntInc	1.00	
	    10/10/2025	Checking	Employer	Salary	Salary Spouse	1,677.50	
				Dental Insurance	Employer Benefit Spouse:Dental	-21.90	
				Vision Insurance	Employer Benefit Spouse:Vision	-1.19	
				Medical Insurance	Employer Benefit Spouse:Medical	-240.05	
				Federal Tax	Tax Spouse:Fed	-75.59	
				Social Security (FICA)	Tax Spouse:Soc Sec	-111.69	
				Medicare Tax	Tax Spouse:Medicare	-25.51	
	    10/10/2025	Cash	Ford Motor Credit		Auto:Loan	-1,340.74	
	    10/10/2025	Investment1	Advisory	ACCOUNT CREDIT		17.61	
	    10/10/2025	Investment1	Advisory	PLATFORM FEE		-22.06	
	    10/10/2025	Investment1	Manager Advisory Fee	QUARTERLY FEE		-110.27	
	    10/10/2025	Investment1	ILLINOIS TOOL WORKS INC	ILLINOIS TOOL WORKS INC	_DivInc	22.54	
	    10/12/2025	Visa2	Costco		Groceries	-79.88	
	    10/13/2025	MasterCard	Samsung		Utilities:Telephone	-8.33	
	    10/13/2025	MasterCard	Amazon		Medical:Medicine	-7.71	
	    10/13/2025	Investment1	1.000 JPMORGAN CHASE & CO	JPMORGAN CHASE & CO	_RlzdGain	157.22	
	    10/15/2025	Checking	Farmers Insurance		Insurance:Home Insurance	-557.00	
	    10/15/2025	Cash	Prov L&a Dis		Insurance:Disability Insurance	-215.05	
	    10/15/2025	Cash	ARCO		Auto:Fuel	-24.33	
	    10/17/2025	Investment1	3.000 CHEVRON CORPORATION	CHEVRON CORPORATION	_RlzdGain	77.35	
	    10/17/2025	Investment1	1.000 COSTCO WHSL CORP NEW	COSTCO WHSL CORP NEW	_RlzdGain	457.56	
	    10/17/2025	Investment1	4.000 LOWES COMPANIES INC	LOWES COMPANIES INC	_RlzdGain	801.97	
	    10/17/2025	Investment1	1.000 PHILLIPS 66	PHILLIPS 66	_RlzdGain	69.90	
	    10/20/2025	Checking	T-mobile		Utilities:Telephone	-248.93	
	    10/20/2025	Visa2	Github		Computer	-110.30	
	    10/20/2025	Investment1	AMERICAN TOWER CORP	AMERICAN TOWER CORP	_DivInc	11.90	
	    10/20/2025	Investment1	3.000 PHILLIPS 66	PHILLIPS 66	_RlzdGain	213.28	
	    10/21/2025	Visa2	Audible.Com		Entertainment	-16.49	
	    10/21/2025	Investment1	7.000 PAYCHEX INC	PAYCHEX INC	_RlzdGain	621.87	
	    10/22/2025	Investment2	PROSPECT CAP CORP		_DivInc	36.00	
	    10/22/2025	Investment1	CISCO SYSTEMS INC	CISCO SYSTEMS INC	_DivInc	20.91	
	    10/22/2025	Investment1	4.000 ELI LILLY & CO	ELI LILLY & CO		0.00	
	    10/24/2025	Checking	Employer	Salary	Salary Spouse	1,638.04	
				Dental Insurance	Employer Benefit Spouse:Dental	-21.90	
				Vision Insurance	Employer Benefit Spouse:Vision	-1.19	
				Medical Insurance	Employer Benefit Spouse:Medical	-240.05	
				Federal Tax	Tax Spouse:Fed	-75.59	
				Social Security (FICA)	Tax Spouse:Soc Sec	-111.70	
